schema_version,source,source_id,source_url,crawled_at,category,status,title,region,recruit_period_raw,recruit_start_date,recruit_end_date,is_evergreen,application_method,application_url,result_announcement_date_raw,result_confirmation,organization_name,manager_name,contact,view_count,tags_json,content_text,attachments_json,images_json,detail_accessible
1.0,jaripon,1941,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1941,2026-09-13T13:56:35+09:00,기타,모집종료,[서울자립지원전담기관] 7월 문화힐링프로그램,서울,2026-06-26 ~ 2026-07-16,2026-06-26,2026-07-16,False,,,,,서울시자립지원전담기관,,,159,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1929,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1929,2026-09-13T13:56:37+09:00,기타,모집종료,건강권 보장 의식주지원사업 '자립愛:溫(ON)' 모집,전북,2026-06-23 ~ 2026-06-30,2026-06-23,2026-06-30,False,,,,,전북특별자치도자립지원전담기관,,,180,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1928,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1928,2026-09-13T13:56:37+09:00,기타,모집종료,♥자립준비청년이 궁금해? – 따밥에서 따박 따박 얘기,경기,2026-06-22 ~ 2026-07-03,2026-06-22,2026-07-03,False,,,,,한국고아사랑협회,,,250,"[""자립준비청년"", ""보호대상아동""]",,[],[],False
1.0,jaripon,1919,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1919,2026-09-13T13:56:38+09:00,기타,모집종료,6월 자조모임 'GOAT' 진행 안내,전북,2026-06-18 ~ 2026-06-26,2026-06-18,2026-06-26,False,,,,,전북특별자치도자립지원전담기관,,,110,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1915,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1915,2026-09-13T13:56:38+09:00,기타,모집중,[서울자립지원전담기관] 보호연장아동 프로그램 문화한걸음,서울,2026-06-18 ~ 2026-11-30,2026-06-18,2026-11-30,False,,,,,서울시자립지원전담기관,,,264,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1902,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1902,2026-09-13T13:56:40+09:00,기타,모집종료,[서울자립지원전담기관] 6월 문화힐링프로그램(4주차),서울,2026-06-09 ~ 2026-06-27,2026-06-09,2026-06-27,False,,,,,서울시자립지원전담기관,,,180,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1901,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1901,2026-09-13T13:56:44+09:00,기타,모집종료,'JB희망의 학습멘토링 4기' 멘토 모집,전북,2026-06-09 ~ 2026-06-18,2026-06-09,2026-06-18,False,,,,,전북특별자치도자립지원전담기관,,,295,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1900,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1900,2026-09-13T13:56:44+09:00,기타,모집종료,안아드림 멘토링 모집 안내,전북,2026-06-09 ~ 2026-06-22,2026-06-09,2026-06-22,False,,,,,전북특별자치도자립지원전담기관,,,167,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1899,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1899,2026-09-13T13:56:44+09:00,기타,모집종료,2026년 6월 자립역량강화교육 체험클래스,충남,2026-06-05 ~ 2026-06-15,2026-06-05,2026-06-15,False,,,,,충남아동자립지원전담기관,,,111,"[""청년 대상""]",,[],[],False
1.0,jaripon,1889,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1889,2026-09-13T13:56:44+09:00,기타,모집종료,[서울자립지원전담기관] 6월 문화힐링프로그램,서울,2026-06-01 ~ 2026-06-17,2026-06-01,2026-06-17,False,,,,,서울시자립지원전담기관,,,240,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1838,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1838,2026-09-13T13:56:54+09:00,기타,모집중,예비부부를 위한 결혼부케 지원사업 ［블레스 부케］,전국,2026-05-01 ~ 2027-04-30,2026-05-01,2027-04-30,False,,,,,사단법인 야나,,,527,[],,[],[],False
1.0,jaripon,1791,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1791,2026-09-13T13:57:02+09:00,기타,모집중,[서울자립지원전담기관] 보호연장아동 '여행 한걸음'사업,서울,2026-04-17 ~ 2026-12-31,2026-04-17,2026-12-31,False,,,,,서울시자립지원전담기관,,,753,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,2066,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=2066,2026-09-13T13:56:08+09:00,기타,모집중,2026 자립지원 실태조사,전국,상시 모집,,,True,,,,,보건복지부,,,357,[],,[],[],False
1.0,jaripon,1993,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1993,2026-09-13T13:56:27+09:00,기타,,가정위탁 정책참여단 라온제나 단원모집,전국,상시 모집,,,True,,,,,국가아동권리보장원,,,275,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1963,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1963,2026-09-13T13:56:32+09:00,기타,모집종료,청년을 읽다,서울 외 (1),상시 모집,,,True,,,,,행복나눔재단,,,567,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1882,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1882,2026-09-13T13:56:45+09:00,기타,,2026년 보호연장아동 자립지원 프로그램,전국,상시 모집,,,True,,,,,국가아동권리보장원,,,452,[],,[],[],False
