schema_version,source,source_id,source_url,crawled_at,category,status,title,region,recruit_period_raw,recruit_start_date,recruit_end_date,is_evergreen,application_method,application_url,result_announcement_date_raw,result_confirmation,organization_name,manager_name,contact,view_count,tags_json,content_text,attachments_json,images_json,detail_accessible
1.0,jaripon,1946,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1946,2026-09-13T13:56:35+09:00,진로,모집종료,2026 희망디딤돌 미술관,충남,2026-06-30 ~ 2026-07-05,2026-06-30,2026-07-05,False,,,,,충남아동자립지원전담기관,,,155,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1942,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1942,2026-09-13T13:56:35+09:00,진로,모집종료,함께성장교육 성장일터 청년반 모집,서울 외 (1),2026-06-26 ~ 2026-07-31,2026-06-26,2026-07-31,False,,,,,사회적협동조합 함께성장교육,,,322,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1939,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1939,2026-09-13T13:56:37+09:00,진로,모집종료,2026 디지털 진로지원 디벨롭 인턴십 프로그램,서울 외 (13),2026-06-25 ~ 2026-07-09,2026-06-25,2026-07-09,False,,,,,(재)함께일하는재단,,,449,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1945,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1945,2026-09-13T13:56:35+09:00,진로,모집종료,2026년 KOTRA 행정직 채용,서울,2026-06-24 ~ 2026-07-10,2026-06-24,2026-07-10,False,,,,,대한무역투자진흥공사,,,221,[],,[],[],False
1.0,jaripon,1935,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1935,2026-09-13T13:56:37+09:00,진로,모집종료,2026년 여름방학 단기자립체험 참여자 모집,경기,2026-06-23 ~ 2026-07-02,2026-06-23,2026-07-02,False,,,,,경기도자립지원전담기관,,,159,"[""보호아동및보호연장아동"", ""단기자립체험""]",,[],[],False
1.0,jaripon,1933,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1933,2026-09-13T13:56:37+09:00,진로,모집종료,2026년도 주택도시보증공사 정규직 채용공고,서울 외 (11),2026-06-23 ~ 2026-07-08,2026-06-23,2026-07-08,False,,,,,주택도시보증공사,,,326,"[""자립준비청년 우대""]",,[],[],False
1.0,jaripon,1930,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1930,2026-09-13T13:56:37+09:00,진로,모집중,미래성장지원사업 '함께서기-WITH' 모집,전북,2026-06-23 ~ 2026-11-30,2026-06-23,2026-11-30,False,,,,,전북특별자치도자립지원전담기관,,,342,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1943,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1943,2026-09-13T13:56:35+09:00,진로,모집종료,2026년 행복성장캠퍼스,전국,2026-06-22 ~ 2026-07-10,2026-06-22,2026-07-10,False,,,,,재단법인 청소년그루터기재단,,,605,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1932,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1932,2026-09-13T13:56:37+09:00,진로,모집종료,2026년 취업역량강화지원사업 2기 참여자 모집,경기,2026-06-22 ~ 2026-07-12,2026-06-22,2026-07-12,False,,,,,경기도자립지원전담기관,,,301,"[""경기도자립지원전담기관"", ""자립준비청년"", ""느린학습자"", ""경계선지능"", ""취업역량강화지원사업"", ""취업준비"", ""취업컨설팅"", ""취업교육"", ""자립지원"", ""청년지원""]",,[],[],False
1.0,jaripon,1927,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1927,2026-09-13T13:56:38+09:00,진로,모집종료,대전교통공사 2026년 체험형 청년 인턴 채용 공고,대전,2026-06-22 ~ 2026-07-13,2026-06-22,2026-07-13,False,,,,,대전교통공사,,,59,"[""자립준비청년 대상""]",,[],[],False
1.0,jaripon,1926,https://jaripon.ncrc.or.kr/home/kor/support/projectMng/edit.do?idx=1926,2026-09-13T13:56:38+09:00,진로,모집종료,LX Z:IN 인테리어 창호 시공 협력기사 모집(3차),서울 외 (9),2026-06-22 ~ 2026-07-05,2026-06-22,2026-07-05,False,,,,,LX하우시스,,,215,"[""자립준비청년"", ""청년 대상""]",,[],[],False
